Date Registered,Date Watched,Onboarded,Paid,Student Country,Student Id,Minutes Watched
5/13/2022,5/14/2022,Yes,0,CA,273817,28.3
5/13/2022,5/15/2022,Yes,0,CA,273817,144.6
5/13/2022,5/16/2022,Yes,0,CA,273817,158.1
5/13/2022,5/17/2022,Yes,0,CA,273817,8.9
5/13/2022,6/6/2022,Yes,0,CA,273862,7.1
5/13/2022,6/9/2022,Yes,0,CA,273862,15.7
5/13/2022,6/10/2022,Yes,0,CA,273862,36.9
5/13/2022,6/12/2022,Yes,0,CA,273862,7.1
5/13/2022,6/24/2022,Yes,0,CA,273817,0.4
5/15/2022,5/15/2022,Yes,0,CA,274036,0.7
5/17/2022,5/24/2022,Yes,0,CA,274189,96.7
5/17/2022,5/25/2022,Yes,0,CA,274189,103.1
5/17/2022,5/26/2022,Yes,0,CA,274189,58.9
5/17/2022,5/31/2022,Yes,0,CA,274189,23.7
5/18/2022,5/18/2022,Yes,0,CA,274349,19.9
5/18/2022,5/26/2022,Yes,0,CA,274349,18.8
5/18/2022,6/17/2022,Yes,0,CA,274349,10.9
5/20/2022,5/20/2022,Yes,0,CA,274549,33.4
5/23/2022,5/23/2022,Yes,0,CA,274875,61.3
5/24/2022,5/24/2022,Yes,0,CA,274921,48.3
5/24/2022,5/25/2022,Yes,0,CA,274921,1.8
5/24/2022,5/30/2022,Yes,0,CA,274948,4.7
5/24/2022,6/3/2022,Yes,0,CA,274889,10.5
5/24/2022,6/6/2022,Yes,0,CA,274948,69
5/24/2022,6/7/2022,Yes,0,CA,274948,18.3
5/24/2022,6/8/2022,Yes,0,CA,274948,0.2
5/24/2022,6/9/2022,Yes,0,CA,274948,6.8
5/24/2022,6/13/2022,Yes,0,CA,274948,1.8
5/24/2022,6/14/2022,Yes,0,CA,274948,56
5/24/2022,6/15/2022,Yes,0,CA,274948,44.4
5/24/2022,6/16/2022,Yes,0,CA,274948,32.7
5/24/2022,6/17/2022,Yes,0,CA,274948,30.1
5/24/2022,6/20/2022,Yes,0,CA,274948,3.3
5/24/2022,6/21/2022,Yes,0,CA,274948,53.2
5/24/2022,6/22/2022,Yes,0,CA,274948,40.4
5/24/2022,6/27/2022,Yes,0,CA,274948,0.8
5/24/2022,7/4/2022,Yes,0,CA,274948,46.4
5/24/2022,7/5/2022,Yes,0,CA,274948,42.4
5/26/2022,5/26/2022,Yes,0,CA,275147,0.9
5/26/2022,5/26/2022,Yes,0,CA,275149,16.9
5/26/2022,5/27/2022,Yes,0,CA,275147,34.8
5/26/2022,5/30/2022,Yes,0,CA,275148,49.2
5/26/2022,6/1/2022,Yes,0,CA,275147,31.5
5/26/2022,6/2/2022,Yes,0,CA,275147,43.5
5/27/2022,5/27/2022,Yes,0,CA,275239,1.2
5/27/2022,5/28/2022,Yes,0,CA,275239,9.7
5/29/2022,5/29/2022,Yes,0,CA,275352,1.9
5/30/2022,6/7/2022,Yes,0,CA,275463,23.9
5/31/2022,5/31/2022,Yes,0,CA,275569,51.1
5/31/2022,6/1/2022,Yes,0,CA,275569,0.1
6/2/2022,6/2/2022,Yes,0,CA,275815,0.7
6/2/2022,6/2/2022,Yes,0,CA,276168,41.5
6/2/2022,6/8/2022,Yes,0,CA,276168,0.1
6/3/2022,6/3/2022,Yes,0,CA,276275,32.9
6/3/2022,6/6/2022,Yes,0,CA,276241,0.1
6/5/2022,6/5/2022,Yes,0,CA,276694,26.3
6/5/2022,6/6/2022,Yes,0,CA,276694,1.1
6/7/2022,6/7/2022,Yes,0,CA,276848,25.8
6/8/2022,6/8/2022,Yes,0,CA,277055,5.9
6/8/2022,6/8/2022,Yes,0,CA,276985,6.6
6/8/2022,6/8/2022,Yes,0,CA,277086,48
6/9/2022,7/17/2022,Yes,0,CA,277138,0.9
6/9/2022,7/23/2022,Yes,0,CA,277138,0.4
6/9/2022,7/25/2022,Yes,0,CA,277138,0.8
6/10/2022,6/10/2022,Yes,0,CA,277347,0.6
6/10/2022,6/10/2022,Yes,0,CA,277331,2.2
6/10/2022,6/16/2022,Yes,0,CA,277331,7.5
6/10/2022,6/17/2022,Yes,0,CA,277347,0.4
6/10/2022,6/17/2022,Yes,0,CA,277331,18.6
6/10/2022,9/28/2022,Yes,0,CA,277347,11.6
6/11/2022,6/11/2022,Yes,0,CA,277465,2.6
6/11/2022,6/11/2022,Yes,0,CA,277353,6.7
6/11/2022,8/13/2022,Yes,0,CA,277353,19.1
6/12/2022,6/12/2022,Yes,0,CA,277552,0.5
6/12/2022,6/12/2022,Yes,0,CA,277566,2.6
6/12/2022,6/13/2022,Yes,0,CA,277566,7.7
6/13/2022,6/13/2022,Yes,0,CA,277572,6.2
6/13/2022,6/13/2022,Yes,0,CA,277656,49.6
6/13/2022,6/14/2022,Yes,0,CA,277656,50.7
6/13/2022,6/15/2022,Yes,0,CA,277656,10.6
6/13/2022,6/16/2022,Yes,0,CA,277656,11.8
6/13/2022,6/30/2022,Yes,0,CA,277572,7.6
6/13/2022,7/1/2022,Yes,0,CA,277572,2.4
6/14/2022,6/14/2022,Yes,0,CA,277715,0.7
6/14/2022,6/16/2022,Yes,0,CA,277820,6.3
6/14/2022,7/1/2022,Yes,0,CA,277820,38
6/14/2022,7/2/2022,Yes,0,CA,277820,11.5
6/15/2022,6/15/2022,Yes,0,CA,277834,1.7
6/16/2022,6/16/2022,Yes,0,CA,277979,0.1
6/16/2022,6/16/2022,Yes,0,CA,277962,64.1
6/17/2022,6/17/2022,Yes,0,CA,278170,5.1
6/18/2022,6/18/2022,Yes,0,CA,278292,0.5
6/18/2022,6/19/2022,Yes,0,CA,278316,0.3
6/18/2022,7/17/2022,Yes,0,CA,278246,1.2
6/18/2022,8/12/2022,Yes,0,CA,278292,1.4
6/18/2022,8/20/2022,Yes,0,CA,278292,0.1
6/18/2022,8/23/2022,Yes,0,CA,278292,0.7
6/19/2022,6/19/2022,Yes,0,CA,278448,9.9
6/19/2022,6/19/2022,Yes,0,CA,278506,13.8
6/20/2022,6/20/2022,Yes,0,CA,278638,1.5
6/20/2022,6/20/2022,Yes,0,CA,278712,4.2
6/21/2022,6/21/2022,Yes,0,CA,278776,20
6/22/2022,6/22/2022,Yes,0,CA,278846,0.3
6/22/2022,6/22/2022,Yes,0,CA,278923,3.5
6/23/2022,6/23/2022,Yes,0,CA,278953,45.4
6/23/2022,6/24/2022,Yes,0,CA,278953,32.6
6/23/2022,6/27/2022,Yes,0,CA,278953,31.3
6/23/2022,6/28/2022,Yes,0,CA,278953,37.7
6/23/2022,7/5/2022,Yes,0,CA,278953,20.4
6/23/2022,7/9/2022,Yes,0,CA,278953,1
6/25/2022,6/25/2022,Yes,0,CA,279233,6.6
6/25/2022,6/28/2022,Yes,0,CA,279209,9.1
6/25/2022,6/30/2022,Yes,0,CA,279209,7.3
6/25/2022,8/27/2022,Yes,0,CA,279179,0.1
6/25/2022,9/20/2022,Yes,0,CA,279179,0.2
6/26/2022,6/26/2022,Yes,0,CA,279291,6.2
6/26/2022,10/11/2022,Yes,0,CA,279291,0.7
6/27/2022,6/27/2022,Yes,0,CA,279383,0.1
6/27/2022,6/27/2022,Yes,0,CA,279375,21.8
6/28/2022,6/28/2022,Yes,0,CA,279521,10.3
6/29/2022,6/29/2022,Yes,0,CA,279652,1.1
7/1/2022,7/1/2022,Yes,0,CA,279979,44.1
7/2/2022,7/2/2022,Yes,0,CA,280104,0.3
7/2/2022,7/2/2022,Yes,0,CA,280032,33.2
7/3/2022,7/3/2022,Yes,0,CA,280143,3.6
7/3/2022,7/3/2022,Yes,0,CA,280185,5.8
7/3/2022,7/3/2022,Yes,0,CA,280151,69.7
7/4/2022,7/18/2022,Yes,0,CA,280307,7.4
7/4/2022,8/23/2022,Yes,0,CA,280307,50.6
7/4/2022,8/24/2022,Yes,0,CA,280307,0.5
7/4/2022,8/25/2022,Yes,0,CA,280307,23.5
7/4/2022,8/26/2022,Yes,0,CA,280307,6.3
7/5/2022,7/5/2022,Yes,0,CA,280363,1.2
7/5/2022,7/8/2022,Yes,0,CA,280343,7.4
7/5/2022,8/10/2022,Yes,0,CA,280343,5.6
7/5/2022,8/11/2022,Yes,0,CA,280343,6.6
7/5/2022,9/28/2022,Yes,0,CA,280345,0.8
7/6/2022,7/6/2022,Yes,0,CA,280591,8.5
7/6/2022,7/7/2022,Yes,0,CA,280591,5.6
7/6/2022,7/7/2022,Yes,0,CA,280583,27.2
7/9/2022,7/9/2022,Yes,0,CA,280862,52.5
7/10/2022,7/10/2022,Yes,0,CA,280962,28.4
7/11/2022,7/11/2022,Yes,0,CA,281205,4.6
7/11/2022,7/11/2022,Yes,0,CA,281147,15.5
7/11/2022,7/11/2022,Yes,0,CA,281141,46.3
7/11/2022,7/11/2022,Yes,0,CA,281069,49.7
7/11/2022,7/12/2022,Yes,0,CA,281141,25.7
7/11/2022,7/13/2022,Yes,0,CA,281141,92.4
7/11/2022,7/14/2022,Yes,0,CA,281141,106.5
7/11/2022,7/15/2022,Yes,0,CA,281141,63.8
7/11/2022,8/3/2022,Yes,0,CA,281182,44.4
7/11/2022,8/8/2022,Yes,0,CA,281182,9.8
7/11/2022,8/9/2022,Yes,0,CA,281182,0.6
7/12/2022,9/14/2022,Yes,0,CA,281211,0.2
7/15/2022,7/15/2022,Yes,0,CA,281671,27.1
7/15/2022,7/16/2022,Yes,0,CA,281671,15.8
7/16/2022,7/16/2022,Yes,0,CA,281763,28.6
7/16/2022,7/22/2022,Yes,0,CA,281763,8.9
7/16/2022,9/9/2022,Yes,0,CA,281763,2.5
7/16/2022,10/12/2022,Yes,0,CA,281763,17.4
7/17/2022,7/17/2022,Yes,0,CA,281809,54.4
7/18/2022,9/3/2022,Yes,0,CA,281949,1.8
7/18/2022,9/12/2022,Yes,0,CA,281949,45.7
7/19/2022,8/2/2022,Yes,0,CA,282028,11.6
7/19/2022,10/13/2022,Yes,0,CA,282028,0.2
7/19/2022,10/14/2022,Yes,0,CA,282028,0.4
7/19/2022,10/17/2022,Yes,0,CA,282028,0.5
7/19/2022,10/19/2022,Yes,0,CA,282028,1.9
7/20/2022,7/20/2022,Yes,0,CA,282204,0.8
7/20/2022,7/20/2022,Yes,0,CA,282178,13.2
7/20/2022,7/21/2022,Yes,0,CA,282178,19.6
7/20/2022,7/24/2022,Yes,0,CA,282178,4.5
7/20/2022,7/25/2022,Yes,0,CA,282178,27.6
7/22/2022,7/22/2022,Yes,0,CA,282353,21.3
7/25/2022,7/25/2022,Yes,0,CA,282601,10.5
7/25/2022,7/26/2022,Yes,0,CA,282600,0.4
7/25/2022,7/26/2022,Yes,0,CA,282567,35.8
7/25/2022,7/26/2022,Yes,0,CA,282601,72.4
7/25/2022,7/27/2022,Yes,0,CA,282601,29.5
7/25/2022,7/29/2022,Yes,0,CA,282601,7.4
7/25/2022,8/6/2022,Yes,0,CA,282601,15.6
7/25/2022,8/7/2022,Yes,0,CA,282601,54.3
7/25/2022,8/18/2022,Yes,0,CA,282601,0.1
7/25/2022,8/19/2022,Yes,0,CA,282601,5.9
7/25/2022,8/21/2022,Yes,0,CA,282601,91.4
7/25/2022,8/22/2022,Yes,0,CA,282601,0.1
7/25/2022,9/21/2022,Yes,0,CA,282601,0.5
7/26/2022,7/26/2022,Yes,0,CA,282690,2.1
7/26/2022,7/27/2022,Yes,0,CA,282682,36.2
7/26/2022,7/28/2022,Yes,0,CA,282682,35.4
7/26/2022,7/29/2022,Yes,0,CA,282682,7.8
7/26/2022,8/15/2022,Yes,0,CA,282682,11.3
7/26/2022,8/16/2022,Yes,0,CA,282682,15.8
7/31/2022,7/31/2022,Yes,0,CA,283167,31.8
8/1/2022,8/1/2022,Yes,0,CA,283450,0.7
8/1/2022,8/1/2022,Yes,0,CA,283456,28.4
8/1/2022,8/2/2022,Yes,0,CA,283456,34.2
8/1/2022,8/3/2022,Yes,0,CA,283456,17.1
8/1/2022,8/3/2022,Yes,0,CA,283455,35.6
8/2/2022,8/2/2022,Yes,0,CA,283529,0.6
8/2/2022,8/2/2022,Yes,0,CA,283609,0.7
8/3/2022,8/3/2022,Yes,0,CA,283644,1.3
8/3/2022,8/3/2022,Yes,0,CA,283648,6.6
8/3/2022,8/3/2022,Yes,0,CA,283720,8.4
8/3/2022,8/3/2022,Yes,0,CA,283642,16.3
8/3/2022,8/4/2022,Yes,0,CA,283642,31.3
8/3/2022,8/4/2022,Yes,0,CA,283648,35
8/3/2022,8/8/2022,Yes,0,CA,283642,31.9
8/3/2022,8/9/2022,Yes,0,CA,283642,10.5
8/3/2022,8/13/2022,Yes,0,CA,283773,36.5
8/4/2022,8/4/2022,Yes,0,CA,283883,10.5
8/4/2022,8/31/2022,Yes,0,CA,283846,3.2
8/4/2022,10/17/2022,Yes,0,CA,283862,43.3
8/5/2022,8/5/2022,Yes,0,CA,284044,0.1
8/5/2022,8/5/2022,Yes,0,CA,284029,1.1
8/5/2022,8/5/2022,Yes,0,CA,283975,6.6
8/5/2022,8/5/2022,Yes,0,CA,283945,10.4
8/5/2022,8/6/2022,Yes,0,CA,283945,8.4
8/6/2022,8/6/2022,Yes,0,CA,284194,17.7
8/6/2022,8/7/2022,Yes,0,CA,284198,18.1
8/7/2022,8/7/2022,Yes,0,CA,284206,0.1
8/7/2022,8/7/2022,Yes,0,CA,284210,6.4
8/7/2022,8/8/2022,Yes,0,CA,284207,25.1
8/7/2022,8/9/2022,Yes,0,CA,284207,19.6
8/7/2022,8/11/2022,Yes,0,CA,284211,1.9
8/8/2022,8/8/2022,Yes,0,CA,284342,6.4
8/8/2022,8/8/2022,Yes,0,CA,284483,26.6
8/8/2022,8/8/2022,Yes,0,CA,284461,67.8
8/8/2022,8/9/2022,Yes,0,CA,284342,0.1
8/8/2022,8/9/2022,Yes,0,CA,284483,21.1
8/8/2022,8/15/2022,Yes,0,CA,284483,0.3
8/9/2022,8/9/2022,Yes,0,CA,284612,27.8
8/9/2022,8/10/2022,Yes,0,CA,284612,9
8/9/2022,8/14/2022,Yes,0,CA,284612,14.8
8/9/2022,8/17/2022,Yes,0,CA,284612,13.4
8/9/2022,8/19/2022,Yes,0,CA,284612,8.6
8/9/2022,8/23/2022,Yes,0,CA,284612,3.7
8/9/2022,8/24/2022,Yes,0,CA,284612,0.5
8/9/2022,10/12/2022,Yes,0,CA,284612,0.1
8/10/2022,8/10/2022,Yes,0,CA,284739,1.6
8/11/2022,8/14/2022,Yes,0,CA,284812,2.8
8/11/2022,8/16/2022,Yes,0,CA,284812,3.1
8/11/2022,8/23/2022,Yes,0,CA,284812,0.2
8/12/2022,8/12/2022,Yes,0,CA,285062,1.2
8/12/2022,8/12/2022,Yes,0,CA,285167,2.2
8/12/2022,8/12/2022,Yes,0,CA,285045,5.9
8/13/2022,8/13/2022,Yes,0,CA,285191,35.8
8/13/2022,8/22/2022,Yes,0,CA,285191,78.1
8/13/2022,8/23/2022,Yes,0,CA,285191,41.5
8/13/2022,8/24/2022,Yes,0,CA,285191,212.4
8/13/2022,8/26/2022,Yes,0,CA,285191,41.7
8/13/2022,8/27/2022,Yes,0,CA,285191,29.5
8/13/2022,8/30/2022,Yes,0,CA,285191,33.2
8/13/2022,8/31/2022,Yes,0,CA,285191,69.1
8/13/2022,9/11/2022,Yes,0,CA,285191,7.1
8/13/2022,9/12/2022,Yes,0,CA,285191,70.8
8/13/2022,9/23/2022,Yes,0,CA,285191,5.6
8/13/2022,10/20/2022,Yes,0,CA,285191,7.4
8/14/2022,8/14/2022,Yes,0,CA,285413,43.7
8/14/2022,8/15/2022,Yes,0,CA,285413,0.1
8/14/2022,8/16/2022,Yes,0,CA,285413,69.7
8/14/2022,8/17/2022,Yes,0,CA,285413,184.8
8/14/2022,8/18/2022,Yes,0,CA,285413,4.8
8/15/2022,8/15/2022,Yes,0,CA,286132,0.5
8/15/2022,8/15/2022,Yes,0,CA,286161,3.8
8/15/2022,8/15/2022,Yes,0,CA,285525,4.4
8/15/2022,8/15/2022,Yes,0,CA,286136,50.6
8/15/2022,8/16/2022,Yes,0,CA,286161,26.2
8/15/2022,8/16/2022,Yes,0,CA,286203,114.7
8/15/2022,8/17/2022,Yes,0,CA,286161,7.6
8/15/2022,8/17/2022,Yes,0,CA,286203,35.8
8/15/2022,8/18/2022,Yes,0,CA,286203,105
8/15/2022,8/30/2022,Yes,0,CA,286161,21.1
8/16/2022,8/16/2022,Yes,0,CA,286511,22
8/16/2022,8/17/2022,Yes,0,CA,286678,28.6
8/16/2022,8/18/2022,Yes,0,CA,286511,14.6
8/17/2022,8/17/2022,Yes,0,CA,286758,1.4
8/18/2022,8/18/2022,Yes,0,CA,286986,5.5
8/19/2022,8/19/2022,Yes,0,CA,287203,1.5
8/19/2022,8/19/2022,Yes,0,CA,287301,4
8/19/2022,8/19/2022,Yes,0,CA,287194,38.8
8/19/2022,8/20/2022,Yes,0,CA,287194,0.4
8/20/2022,8/21/2022,Yes,0,CA,287425,4.2
8/20/2022,8/22/2022,Yes,0,CA,287425,47
8/21/2022,8/21/2022,Yes,0,CA,287513,0.3
8/22/2022,8/22/2022,Yes,0,CA,287617,22.9
8/22/2022,8/23/2022,Yes,0,CA,287617,10.7
8/22/2022,8/24/2022,Yes,0,CA,287602,10.8
8/22/2022,8/25/2022,Yes,0,CA,287602,28
8/22/2022,8/26/2022,Yes,0,CA,287602,3.5
8/23/2022,8/23/2022,Yes,0,CA,287788,6.4
8/23/2022,8/23/2022,Yes,0,CA,287666,9.8
8/23/2022,9/7/2022,Yes,0,CA,287788,117.2
8/24/2022,8/24/2022,Yes,0,CA,287941,0.1
8/24/2022,8/25/2022,Yes,0,CA,287941,1.3
8/25/2022,8/29/2022,Yes,0,CA,287968,6.7
8/25/2022,9/15/2022,Yes,0,CA,288061,1.6
8/26/2022,8/26/2022,Yes,0,CA,288118,0.4
8/26/2022,8/26/2022,Yes,0,CA,288188,3.6
8/26/2022,8/26/2022,Yes,0,CA,288187,5.3
8/29/2022,8/29/2022,Yes,0,CA,288639,1.1
8/29/2022,8/30/2022,Yes,0,CA,288639,12.9
8/29/2022,9/1/2022,Yes,0,CA,288639,11.5
8/30/2022,8/30/2022,Yes,0,CA,288771,24.2
8/30/2022,8/30/2022,Yes,0,CA,288757,34.1
8/30/2022,9/1/2022,Yes,0,CA,288771,27.7
8/30/2022,9/2/2022,Yes,0,CA,288771,54.7
8/30/2022,9/3/2022,Yes,0,CA,288771,4.7
8/30/2022,9/6/2022,Yes,0,CA,288771,4.2
8/30/2022,9/8/2022,Yes,0,CA,288771,28.8
8/30/2022,9/9/2022,Yes,0,CA,288771,6.8
8/30/2022,9/10/2022,Yes,0,CA,288771,2.4
8/30/2022,9/14/2022,Yes,0,CA,288771,4.5
8/30/2022,9/16/2022,Yes,0,CA,288771,18.6
8/30/2022,9/17/2022,Yes,0,CA,288771,7.3
8/30/2022,9/19/2022,Yes,0,CA,288771,11.3
8/31/2022,9/5/2022,Yes,0,CA,288884,43.7
8/31/2022,10/19/2022,Yes,0,CA,288813,1.2
9/2/2022,10/2/2022,Yes,0,CA,289102,0.2
9/2/2022,10/7/2022,Yes,0,CA,289102,0.1
9/3/2022,9/3/2022,Yes,0,CA,289236,2.2
9/3/2022,9/3/2022,Yes,0,CA,289256,2.3
9/5/2022,9/5/2022,Yes,0,CA,289552,1.6
9/6/2022,9/6/2022,Yes,0,CA,289691,6.2
9/6/2022,9/6/2022,Yes,0,CA,289683,16.7
9/6/2022,9/6/2022,Yes,0,CA,289591,33.8
9/6/2022,9/29/2022,Yes,0,CA,289591,0.1
9/7/2022,9/7/2022,Yes,0,CA,289743,4.5
9/8/2022,9/8/2022,Yes,0,CA,289926,4
9/8/2022,9/8/2022,Yes,0,CA,289928,31.9
9/8/2022,9/8/2022,Yes,0,CA,289917,36.4
9/8/2022,9/11/2022,Yes,0,CA,289928,10.7
9/9/2022,9/9/2022,Yes,0,CA,290065,9.3
9/11/2022,9/11/2022,Yes,0,CA,290287,0.2
9/12/2022,9/12/2022,Yes,0,CA,290387,5.2
9/12/2022,9/12/2022,Yes,0,CA,290322,10.7
9/12/2022,9/15/2022,Yes,0,CA,290387,0.3
9/12/2022,9/25/2022,Yes,0,CA,290339,6.6
9/12/2022,9/27/2022,Yes,0,CA,290339,11.4
9/12/2022,9/28/2022,Yes,0,CA,290339,9.2
9/13/2022,9/13/2022,Yes,0,CA,290529,1.9
9/13/2022,9/13/2022,Yes,0,CA,290591,4.3
9/13/2022,9/23/2022,Yes,0,CA,290458,37.7
9/13/2022,9/24/2022,Yes,0,CA,290458,29.7
9/13/2022,9/27/2022,Yes,0,CA,290458,65.6
9/13/2022,9/28/2022,Yes,0,CA,290458,16.4
9/14/2022,9/14/2022,Yes,0,CA,290716,6.7
9/14/2022,9/14/2022,Yes,0,CA,290704,17.9
9/14/2022,9/15/2022,Yes,0,CA,290716,0.1
9/14/2022,9/19/2022,Yes,0,CA,290716,0.2
9/14/2022,9/20/2022,Yes,0,CA,290716,19.2
9/14/2022,9/20/2022,Yes,0,CA,290704,65.1
9/14/2022,9/21/2022,Yes,0,CA,290704,10.8
9/16/2022,9/16/2022,Yes,0,CA,290893,0.1
9/16/2022,9/16/2022,Yes,0,CA,290963,0.2
9/17/2022,9/17/2022,Yes,0,CA,291098,31.9
9/17/2022,9/18/2022,Yes,0,CA,291098,30.3
9/17/2022,9/19/2022,Yes,0,CA,291098,31.9
9/17/2022,9/20/2022,Yes,0,CA,291098,31.9
9/18/2022,9/18/2022,Yes,0,CA,291113,0.1
9/18/2022,9/18/2022,Yes,0,CA,291119,0.1
9/18/2022,9/18/2022,Yes,0,CA,291124,49.4
9/18/2022,9/19/2022,Yes,0,CA,291124,41.3
9/18/2022,9/21/2022,Yes,0,CA,291119,0.1
9/18/2022,10/10/2022,Yes,0,CA,291148,1.2
9/19/2022,9/19/2022,Yes,0,CA,291240,0.6
9/19/2022,9/19/2022,Yes,0,CA,291269,1
9/19/2022,9/19/2022,Yes,0,CA,291230,10.5
9/19/2022,9/22/2022,Yes,0,CA,291230,15.4
9/20/2022,9/20/2022,Yes,0,CA,291381,43.6
9/21/2022,9/21/2022,Yes,0,CA,291590,0.1
9/21/2022,9/21/2022,Yes,0,CA,291563,22.4
9/21/2022,9/23/2022,Yes,0,CA,291590,0.2
9/21/2022,9/24/2022,Yes,0,CA,291590,28.6
9/21/2022,9/25/2022,Yes,0,CA,291590,14.3
9/22/2022,9/22/2022,Yes,0,CA,291724,0.4
9/22/2022,9/22/2022,Yes,0,CA,291733,15.4
9/22/2022,9/27/2022,Yes,0,CA,291724,1
9/22/2022,9/30/2022,Yes,0,CA,291733,0.1
9/22/2022,10/3/2022,Yes,0,CA,291733,19.4
9/22/2022,10/6/2022,Yes,0,CA,291733,0.1
9/22/2022,10/13/2022,Yes,0,CA,291733,8.4
9/23/2022,9/23/2022,Yes,0,CA,291809,1.4
9/23/2022,9/23/2022,Yes,0,CA,291768,2.3
9/23/2022,9/24/2022,Yes,0,CA,291768,13.2
9/24/2022,9/24/2022,Yes,0,CA,291965,0.3
9/24/2022,9/24/2022,Yes,0,CA,291973,6.4
9/26/2022,9/26/2022,Yes,0,CA,292132,5.5
9/26/2022,9/27/2022,Yes,0,CA,292132,6.4
9/26/2022,9/28/2022,Yes,0,CA,292132,0.6
9/28/2022,9/28/2022,Yes,0,CA,292448,0.3
9/28/2022,9/28/2022,Yes,0,CA,292479,0.3
9/28/2022,9/28/2022,Yes,0,CA,292387,0.4
9/28/2022,9/28/2022,Yes,0,CA,292454,6.7
9/28/2022,9/29/2022,Yes,0,CA,292454,1.3
9/28/2022,10/3/2022,Yes,0,CA,292454,20.8
9/28/2022,10/4/2022,Yes,0,CA,292454,13.7
9/28/2022,10/5/2022,Yes,0,CA,292454,0.2
9/29/2022,9/29/2022,Yes,0,CA,292586,0.1
9/29/2022,9/29/2022,Yes,0,CA,292525,0.3
9/29/2022,9/29/2022,Yes,0,CA,292493,13.7
9/29/2022,10/3/2022,Yes,0,CA,292493,22.4
9/30/2022,9/30/2022,Yes,0,CA,292725,1
9/30/2022,9/30/2022,Yes,0,CA,292683,1.3
9/30/2022,9/30/2022,Yes,0,CA,292622,1.8
9/30/2022,9/30/2022,Yes,0,CA,292743,6.6
9/30/2022,10/2/2022,Yes,0,CA,292725,0.1
9/30/2022,10/4/2022,Yes,0,CA,292635,8.5
10/1/2022,10/1/2022,Yes,0,CA,292770,0.1
10/1/2022,10/1/2022,Yes,0,CA,292793,0.1
10/1/2022,10/1/2022,Yes,0,CA,292857,0.1
10/1/2022,10/1/2022,Yes,0,CA,292887,0.1
10/1/2022,10/1/2022,Yes,0,CA,292886,0.4
10/1/2022,10/1/2022,Yes,0,CA,292865,3.5
10/1/2022,10/3/2022,Yes,0,CA,292770,1.1
10/1/2022,10/16/2022,Yes,0,CA,292770,20.9
10/2/2022,10/2/2022,Yes,0,CA,292913,0.1
10/2/2022,10/2/2022,Yes,0,CA,292890,0.2
10/2/2022,10/2/2022,Yes,0,CA,292941,0.5
10/3/2022,10/3/2022,Yes,0,CA,293043,0.1
10/3/2022,10/3/2022,Yes,0,CA,293027,0.2
10/3/2022,10/3/2022,Yes,0,CA,293033,0.3
10/3/2022,10/3/2022,Yes,0,CA,293035,14.9
10/4/2022,10/4/2022,Yes,0,CA,293269,8.7
10/4/2022,10/4/2022,Yes,0,CA,293299,13.3
10/4/2022,10/4/2022,Yes,0,CA,293264,14.9
10/4/2022,10/4/2022,Yes,0,CA,293185,32.2
10/4/2022,10/5/2022,Yes,0,CA,293264,2.4
10/4/2022,10/5/2022,Yes,0,CA,293269,9.5
10/4/2022,10/6/2022,Yes,0,CA,293264,6.8
10/4/2022,10/6/2022,Yes,0,CA,293269,8.2
10/4/2022,10/6/2022,Yes,0,CA,293299,26.7
10/4/2022,10/10/2022,Yes,0,CA,293185,47
10/4/2022,10/12/2022,Yes,0,CA,293264,12
10/4/2022,10/13/2022,Yes,0,CA,293264,8.4
10/4/2022,10/14/2022,Yes,0,CA,293264,8.6
10/4/2022,10/17/2022,Yes,0,CA,293269,14.8
10/4/2022,10/18/2022,Yes,0,CA,293269,26.2
10/5/2022,10/5/2022,Yes,0,CA,293436,1.5
10/5/2022,10/5/2022,Yes,0,CA,293409,3.5
10/5/2022,10/5/2022,Yes,0,CA,293334,4.4
10/6/2022,10/6/2022,Yes,0,CA,293565,0.2
10/6/2022,10/7/2022,Yes,0,CA,293561,2.8
10/6/2022,10/17/2022,Yes,0,CA,293491,76
10/6/2022,10/18/2022,Yes,0,CA,293491,0.3
10/7/2022,10/7/2022,Yes,0,CA,293724,0.2
10/7/2022,10/7/2022,Yes,0,CA,293638,0.6
10/7/2022,10/7/2022,Yes,0,CA,293747,0.8
10/7/2022,10/7/2022,Yes,0,CA,293716,1.5
10/7/2022,10/7/2022,Yes,0,CA,293678,1.6
10/7/2022,10/7/2022,Yes,0,CA,293620,2.8
10/7/2022,10/7/2022,Yes,0,CA,293707,4.1
10/8/2022,10/8/2022,Yes,0,CA,293757,0.9
10/8/2022,10/8/2022,Yes,0,CA,293839,3.7
10/9/2022,10/9/2022,Yes,0,CA,293896,0.1
10/9/2022,10/9/2022,Yes,0,CA,293956,0.1
10/9/2022,10/9/2022,Yes,0,CA,293912,2.1
10/9/2022,10/9/2022,Yes,0,CA,293910,8.9
10/10/2022,10/10/2022,Yes,0,CA,294180,0.4
10/10/2022,10/10/2022,Yes,0,CA,294153,1.6
10/10/2022,10/10/2022,Yes,0,CA,294007,5.9
10/10/2022,10/18/2022,Yes,0,CA,294180,0.2
10/11/2022,10/11/2022,Yes,0,CA,294197,0.1
10/11/2022,10/11/2022,Yes,0,CA,294186,0.4
10/11/2022,10/11/2022,Yes,0,CA,294194,5.8
10/11/2022,10/11/2022,Yes,0,CA,294208,6.3
